NCT00683956,Stanford University,Stanford University School of Medicine,,Stanford,California,94305,United States,,,,,,
NCT00687024,The Hospital for Sick Children,The Hospital for Sick Children,,Toronto,Ontario,M5G 1X8,Canada,,,,,,
NCT00689130,Medtronic - MITG,Emory University School of Medicine,,Atlanta,Georgia,30322,United States,,,,,,
NCT00689130,Medtronic - MITG,University of Louisville,,Louisville,Kentucky,40202,United States,,,,,,
NCT00689130,Medtronic - MITG,Saint Vincent Catholic Medical Center,,New York,New York,10011,United States,,,,,,
NCT00689130,Medtronic - MITG,Hospital Sanitas La Moraleja Sanchinarro,,Madrid,,,Spain,,,,,,
NCT00693953,"Yellen &amp; Associates, Inc.","Yellen &amp; Associates, Inc.",,Northridge,California,91326,United States,,,,,,
NCT00695136,National Institute of Mental Health (NIMH),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States,,,,,,
NCT00696865,AstraZeneca,Research Site,,Kanagawa,,,Japan,,,,,,
NCT00698295,Seoul National University Hospital,Yong-in Mental Hospital,,Yongin City,Gyeonggi-Do,446-769,"Korea, Republic of",,,,,,
NCT00700674,King Khaled Eye Specialist Hospital,King Khaled Eye Specialist hospital,Recruiting,Riyadh,,11462,Saudi Arabia,Waleed Riad,96614821234,waleed_riad@yahoo.com,,"Waleed Riad, MD, AB,SB",Principal Investigator
NCT00706160,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States,,,,,,
NCT00707499,Lantheus Medical Imaging,UCLA Medical Center,,Los Angeles,California,90095,United States,,,,,,
NCT00707538,Lantheus Medical Imaging,UCLA Medical Center,,Los Angeles,California,90095,United States,,,,,,
NCT00707538,Lantheus Medical Imaging,John Hopkins University,,Baltimore,Maryland,21287,United States,,,,,,
NCT00708994,Yale University,VA Connecticut Healthcare System,Recruiting,West Haven,Connecticut,6516,United States,,,,,,
NCT00710437,"University of California, Davis","University of California, Davis Medical Center",,Sacramento,California,95817,United States,,,,,,
NCT00713635,Columbia University,"Columbia University College of Physicians &amp; Surgeons, Morgan Stanley Children's Hospital of New York",,New York,New York,10032,United States,,,,,,
NCT00718458,Drexel University College of Medicine,MDA/ALS Center of Hope,Recruiting,Philadelphia,Pennsylvania,19107,United States,"Christine Barr, RN",215-762-5186,cbarr@drexelmed.edu,,"Terry Heiman-Patterson, MD",Principal Investigator
NCT00720421,AstraZeneca,Centre for Human Drug Research,,Leiden,,,Netherlands,,,,,,
NCT00722033,Pontificia Universidad Catolica de Chile,"Puc, Nicu",Recruiting,Santiago,Area Metropolitana,833-0024,Chile,"Paulina M Toso, MD",56-2-3546437,ptoso@med.puc.cl,,"Paulina M Toso, MD",Principal Investigator
NCT00723684,Radboud University,FC Donders Centre for Cognitive Neuroimaging,,Nijmegen,Gelderland,6500 HB,Netherlands,,,,,,
NCT00723684,Radboud University,Karakter Nijmegen,,Nijmegen,Gelderland,6525 GC,Netherlands,,,,,,
NCT00726050,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States,,,,,,
NCT00726206,Assistance Publique Hopitaux De Marseille,"Service de MÃ©decine Infantile et NÃ©onatologie, CHU Nord",,Marseille,,13915,France,,,,,,
NCT00728234,Medical University of Vienna,Medical University,,Vienna,,1090,Austria,,,,,,
NCT00729547,Korea University,"Department of Oriental Neuropsychiatry, Kyunghee Medical Center",,Seoul,,130-702,"Korea, Republic of",,,,,,
NCT00734006,"University of Wisconsin, Madison",University of Wisconsin Hospital and Clinics,,Madison,Wisconsin,53792,United States,,,,,,
NCT00736931,UCB Pharma,,,Overland Park,Kansas,,United States,,,,,,
NCT00737334,University of Manitoba,Health Sciences Centre,,Winnipeg,Manitoba,R3A 1R9,Canada,,,,,,
NCT00739856,Government Medical College Srinagar,Government Hospital for Psychiatric Disease,,Srinagar,Jammu &amp; Kashmir,190003,India,,,,,,
NCT00740142,Mahidol University,"Siriraj Hospital, Mahidol University",Recruiting,Bangkok,,10700,Thailand,"Siwaporn Chainuvati, MD",(662)4197281,siswf@mahidol.ac.th,,"Supot Nimanong, MDSiwaporn Chainuvati, MD",Sub-InvestigatorPrincipal Investigator
NCT00741559,The Hospital for Sick Children,The Hospital for Sick Children,,Toronto,Ontario,,Canada,,,,,,
NCT00743561,"University Hospital, Bordeaux",CHU de Bordeaux - HÃ´pital Pellegrin,,Bordeaux,,33096,France,,,,,,
NCT00743561,"University Hospital, Bordeaux",CHU de Bordeaux - HÃ´pital du Haut-LÃ©vÃªque - DÃ©partement de Neurologie - Centre de rÃ©fÃ©rence nationale maladie rare AMS,,Pessac,,33604,France,,,,,,
NCT00744575,University Hospital Freiburg,University Medical Center Freiburg,,Freiburg,,79106,Germany,,,,,,
NCT00746525,Louis Stokes VA Medical Center,Malcom Randall VA Medical Center,Recruiting,Gainesville,Florida,32608,United States,"Carolyn Hanson, Ph.D., OTR",352-376-1611,carolyn.hanson@va.gov,,"Janis J Daly, PhD, MS",Principal Investigator
NCT00747396,Charles Alexander Nelson III,Fundatia Tanner,,Bucharest,,11467,Romania
NCT00747682,University of Utah,University of Utah,,Salt Lake City,Utah,84132,United States
NCT00748059,Vanderbilt University,Vanderbilt University,,Nashville,Tennessee,37232,United States
NCT00749671,Baystate Medical Center,Baystate Medical Center,,Springfield,Massachusetts,1199,United States
NCT00750802,AstraZeneca,Research Site,,Leiden,,,Netherlands
NCT00754169,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States
NCT00757497,National Institute of Mental Health (NIMH),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States
NCT00758108,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States
NCT00759122,"University of California, Los Angeles","UCLA Laboratory of Brain, Behavior, and Pharmacology",,Los Angeles,California,90024,United States
NCT00759317,"University of California, Los Angeles","UCLA Laboratory of Brain, Behavior, and Pharmacology",,Los Angeles,California,90024,United States
NCT00764855,"University Hospital, Ghent",University Hospital Ghent,,Ghent,,9000,Belgium
NCT00772512,"Taisho Pharmaceutical Co., Ltd.",Pfizer Investigational Site,,New York,New York,10019,United States
NCT00778960,Oregon Health and Science University,Oregon Health and Science University,,Portland,Oregon,97239,United States
NCT00781794,Wyeth is now a wholly owned subsidiary of Pfizer,,,Glendale,California,91206,United States
NCT00781794,Wyeth is now a wholly owned subsidiary of Pfizer,,,Rouffach,,68250,France
NCT00781794,Wyeth is now a wholly owned subsidiary of Pfizer,,,Toul,,54201,France
NCT00782938,Heidelberg University,"University of Heidelberg, Department of Anesthesiology, Heidelberg Medical School",,Heidelberg,BW,69120,Germany,,,
NCT00784212,Novartis Pharmaceuticals,Novartis Investigator Site,,Bielefeld,,,Germany,,,
NCT00784212,Novartis Pharmaceuticals,Novartis Investigator Site,,Kehl-Kork,,,Germany,,,
NCT00784212,Novartis Pharmaceuticals,Novartis Investigator Site,,Kiel,,,Germany,,,
NCT00784212,Novartis Pharmaceuticals,Novartis Investigator Site,,Radeberg,,,Germany,,,
NCT00786032,VA Office of Research and Development,"VA Connecticut Healthcare System West Haven Campus, West Haven, CT",,West Haven,Connecticut,6516,United States,,,
NCT00786032,VA Office of Research and Development,"Albany VA Medical Center Samuel S. Stratton, Albany, NY",,Albany,New York,12208,United States,,,
NCT00786032,VA Office of Research and Development,"Durham VA Medical Center, Durham, NC",,Durham,North Carolina,27705,United States,,,
NCT00786032,VA Office of Research and Development,"VA Medical Center, Cleveland",,Cleveland,Ohio,44106,United States,,,
NCT00786032,VA Office of Research and Development,"Providence VA Medical Center, Providence, RI",,Providence,Rhode Island,2908,United States,,,
NCT00792168,"University of California, Los Angeles",University of California,,Los Angeles,California,90024,United States,,,
NCT00795535,University of Miami,Ryder Trauma Center,,Miami,Florida,33136,United States,,,
NCT00802490,"National Healthcare Group, Singapore",Institute of Mental Health/Woodbridge Hospital,,Singapore,,539747,Singapore,,,
NCT00803036,University of Cincinnati,University of Miami,Recruiting,Miami,Florida,33136,United States,"Ross Bullock, MD, PhD",305-243-4456,RBullock@med.miami.edu
NCT00803036,University of Cincinnati,University of Cincinnati,Recruiting,Cincinnati,Ohio,45219,United States,"Jed A Hartings, PhD",513-295-2370,jed.hartings@uc.edu
NCT00803036,University of Cincinnati,University of Pittsburgh Medical Center,Recruiting,Pittsburgh,Pennsylvania,15213,United States,"David O. Okonkwo, MD, PhD",412-647-2772,okonkwodo@upmc.edu
NCT00803036,University of Cincinnati,Virginia Commonwealth University,Recruiting,Richmond,Virginia,23298,United States,"Bruce Mathern, MD",804-828-9165,bmathern@mcvh-vcu.edu
NCT00803036,University of Cincinnati,King's College Hospital,Recruiting,London,,SE5 9RS,United Kingdom,"Clemens Pahl, DM",44-7930-697838,clemenspahl@doctors.org.uk
NCT00804804,"University Hospital, Bordeaux",Genpphass,,Bordeaux,,33076,France,,,
NCT00804804,"University Hospital, Bordeaux",Uh Purpan,,Toulouse,,31300,France,,,
NCT00804804,"University Hospital, Bordeaux",Medes-Imps,,Toulouse,,31405,France,,,
NCT00805818,Neuren Pharmaceuticals Limited,University of South Alabama,,Mobile,Alabama,36617,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,University of Arizona,,Tuscon,Arizona,85724,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Arrowhead Regional Medical Center,,Colton,California,92324,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Ronald Reagan UCLA Medical Center,,Los Angeles,California,90095,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,"University of California, Davis Medical Center",,Sacramento,California,95817,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,"University of Miami, Lois Pope Life Center",,Miami,Florida,33136,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,The Queen's Medical Center,,Honolulu,Hawaii,96813,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Our Lady of the Lake Hospital,,Baton Rouge,Louisiana,70808,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Detroit Receiving Hospital and University Health Center,,Detroit,Michigan,48201,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Sinai Grace Hospital,,Detroit,Michigan,48235,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,Bronson Methodist Hospital,,Kalamazoo,Michigan,49007,United States,,,
NCT00805818,Neuren Pharmaceuticals Limited,SUNY Upstate Medical University,,Syracuse,New York,13210,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,"University of Cincinnati, Mayfield Clinic",,Cincinnati,Ohio,45219,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,Miami Valley Hospital,,Dayton,Ohio,45409,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,St Luke's University Hospital,,Bethlehem,Pennsylvania,18015,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,University of Pittsburgh Medical Center,,Pittsburgh,Pennsylvania,15213,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,Parkland Hospital,,Dallas,Texas,75235,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,Texas Health Harris Methodist Hospital Fort Worth,,Fort Worth,Texas,76104,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,Inova Fairfax Hospital,,Falls Church,Virginia,22042,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,Charleston Area Medical Center,,Charleston,West Virginia,25304,United States,,,,,,
NCT00805818,Neuren Pharmaceuticals Limited,"University of Wisconsin, Froedtert Hospital",,Milwaukee,Wisconsin,53226,United States,,,,,,
NCT00809055,Washington University School of Medicine,St. Louis Children's Hospital,,St. Louis,Missouri,63110,United States,,,,,,
NCT00810420,Hypo-Safe A/S,Odense University Hospital,,Odense,,5000,Denmark,,,,,,
NCT00817336,Nathan Kline Institute for Psychiatric Research,Nathan Kline Institute,,Orangeburg,New York,10962,United States,,,,,,
NCT00824044,Massachusetts General Hospital,Massachusetts General Hospital,,Boston,Massachusetts,2114,United States,,,,,,
NCT00826553,Vanderbilt University,Vanderbilt University Medical Center,,Nashville,Tennessee,37232,United States,,,,,,
NCT00829803,Stryker Instruments,University Of Miami,Recruiting,Miami,Florida,33101-6370,United States,"Keith Candiotti, MD",305-585-5332,kcandiotti@miami.edu,,"Keith Candiotti, MD",Principal Investigator
NCT00829803,Stryker Instruments,Northwestern University Feinberg School of Medicine,Recruiting,Chicago,Illinois,60611,United States,"Robert McCarthy, PharmD",312-926-9015,r-mccarthy@northwestern.edu,,"Robert McCarthy, Pharm. D.",Principal Investigator
NCT00829803,Stryker Instruments,Beaumont Hospital,Recruiting,Royal Oak,Michigan,48084,United States,"Roy Soto, MD",248-458-0400,roysoto@gmail.com,,"Roy Soto, MD",Principal Investigator
NCT00829803,Stryker Instruments,The Ohio State University Medical Center,Recruiting,Columbus,Ohio,43210,United States,"Erika G Puente, MD",614-293-8487,erika.puente@osumc.edu,,"Erika G Puente, MD",Principal Investigator
NCT00830739,National Institute on Drug Abuse (NIDA),"National Institute on Drug Abuse, Biomedical Research Center (BRC)",,Baltimore,Maryland,21224,United States,,,,,,
NCT00832013,University of British Columbia,"BC Children's Hospital, Department of Anesthesia",,Vancouver,British Columbia,V6H 3V4,Canada,,,,,,
NCT00839371,"University Hospital, Geneva",Centre Valaisan de Pneumologie,,Montana,,CH-3960,Switzerland,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Escondido,California,92025,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Garden Grove,California,92845,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Washington,District of Columbia,20016,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Chicago,Illinois,60640,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Hoffman Estates,Illinois,60194,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Indianapolis,Indiana,46222,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Lake Charles,Louisiana,70601,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Willingboro,New Jersey,8046,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Amityville,New York,11701,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Oklahoma City,Oklahoma,73103,United States,,,,,,
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Desoto,Texas,75115,United States
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Jena,,D-07740,Germany
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Mannheim,,68159,Germany
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Wiesbaden,,D-65199,Germany
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Guadalajara,,44340,Mexico
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Mexico City,,14420,Mexico
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Monterrey,,64290,Mexico
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Khotkovo,,127025,Russian Federation
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Lipetsk,,399007,Russian Federation
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Moscow,,123367,Russian Federation
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Nizhniy Novgorod,,603155,Russian Federation
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Saint Petersburg,,192019,Russian Federation
NCT00845026,Eli Lilly and Company,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.",,Samara,,443016,Russian Federation
NCT00847938,Centre Hospitalier Departemental Vendee,CHD VendÃ©e,,La Roche Sur Yon,,85925,France
NCT00855140,University of Pittsburgh,Center for Integrative Medicine at UPMC Shadyside,,Pittsburgh,Pennsylvania,15232,United States
NCT00859794,North Shore Long Island Jewish Health System,Comprehensive Epilepsy Care Center,,Great Neck,New York,11021,United States
NCT00860951,University of Michigan,University of Michigan Direct Brain Interface Project,,Ann Arbor,Michigan,48109,United States
NCT00860951,University of Michigan,Wadsworth Center,,Albany,New York,12201,United States
NCT00871650,University of Pittsburgh,University of Pittsburgh,,Pittsburgh,Pennsylvania,15213,United States
NCT00873847,NICHD Neonatal Research Network,Stanford University,,Palo Alto,California,94304,United States
NCT00873847,NICHD Neonatal Research Network,Emory University,,Atlanta,Georgia,30303,United States
NCT00873847,NICHD Neonatal Research Network,Wayne State University,,Detroit,Michigan,48201,United States
NCT00873847,NICHD Neonatal Research Network,RTI International,,Durham,North Carolina,27705,United States
NCT00873847,NICHD Neonatal Research Network,Duke University,,Durham,North Carolina,27710,United States
NCT00873847,NICHD Neonatal Research Network,"Brown University, Women &amp; Infants Hospital of Rhode Island",,Providence,Rhode Island,2905,United States
NCT00873847,NICHD Neonatal Research Network,University of Texas Southwestern Medical Center at Dallas,,Dallas,Texas,75235,United States
NCT00873847,NICHD Neonatal Research Network,University of Texas Health Science Center at Houston,,Houston,Texas,77030,United States
NCT00884351,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States
NCT00886483,L. Eugene Arnold,The Ohio State University Nisonger Center,,Columbus,Ohio,43210,United States
NCT00894010,The Epilepsy Study Consortium,"Johns Hopkins Hospital, Adult Epilepsy Center",,Baltimore,Maryland,21287,United States
NCT00894010,The Epilepsy Study Consortium,NYU Comprehensive Epilepsy Center,,New York,New York,10016,United States
NCT00900159,Brigham and Women's Hospital,Brigham &amp; Women's Hospital,,Boston,Massachusetts,2115,United States
NCT00904332,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States,,,,,,
NCT00908050,Baylor College of Medicine,Baylor College of Medicine,Recruiting,Houston,Texas,77030,United States,"William G Ondo, MD",713-798-7438,wondo@bcm.edu,,"William G Ondo, MD",Principal Investigator
NCT00909662,Case Comprehensive Cancer Center,"Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center",,Cleveland,Ohio,44106-5065,United States,,,,,,
NCT00909662,Case Comprehensive Cancer Center,"Cleveland Clinic Taussig Cancer Institute, Case Comprehensive Cancer Center",,Cleveland,Ohio,44195,United States,,,,,,
NCT00910416,Hopital Foch,"Dept of Anesthesia, HÃ´pital Foch",,Suresnes,,92150,France,,,,,,
NCT00912353,AstraZeneca,Research Site,,Gelndale,California,,United States,,,,,,
NCT00914108,Children's Hospital Boston,Brigham and Women's Hospital,,Boston,Massachusetts,2115,United States,,,,,,
NCT00914108,Children's Hospital Boston,Children's Hospital Boston,,Boston,Massachusetts,2115,United States,,,,,,
NCT00916149,Massachusetts General Hospital,Massachusetts General Hospital,Recruiting,Boston,Massachusetts,2114,United States,,,,,"Daniel B Hoch, M.D., Ph.D.",Principal Investigator
NCT00917059,"University of California, Los Angeles",UCLA Semel Institute,,Los Angeles,California,90095,United States,,,,,,
NCT00918970,Centre Hospitalier Universitaire de Saint Etienne,CHU de Dijon,,Dijon,,21000,France,,,,,,
NCT00918970,Centre Hospitalier Universitaire de Saint Etienne,CH Roanne,,Roanne,,42700,France,,,,,,
NCT00918970,Centre Hospitalier Universitaire de Saint Etienne,CHU de Saint-Etienne,,Saint-etienne,,42055,France,,,,,,
NCT00921648,Xijing Hospital,Xijing Hospital,,Xi'an,Shaanxi,710032,China,,,,,,
NCT00923078,VA Office of Research and Development,VA Connecticut Health Care System (West Haven),,West Haven,Connecticut,6516,United States,,,,,,
NCT00926237,University of Arkansas,University of Arkansas for Medical Sciences,Recruiting,Little Rock,Arkansas,72205,United States,,,,,"John Dornhoffer, MDMark Mennemeier, PhD",Sub-InvestigatorPrincipal Investigator
NCT00927121,ANM Adaptive Neuromodulation GmbH,Research Center JÃ_lich // Institute for Neurosciences and Medicine - Research Center,,JÃ_lich,,8185,Germany
NCT00931541,AstraZeneca,Research Site,,London Bridge,Greater London,,United Kingdom
NCT00932204,Severance Hospital,Yonsei Univ. Health System Severance Hospital,,Seoul,,120-752,"Korea, Republic of"
NCT00936806,"University Hospital, Ghent",University Hospital Ghent,,Ghent,,9000,Belgium
NCT00938665,"Neuronetrix, Inc.",Premiere Research Institute,,West Palm Beach,Florida,33407,United States
NCT00938665,"Neuronetrix, Inc.",University of Kentucky,,Lexington,Kentucky,40536,United States
NCT00938665,"Neuronetrix, Inc.",Norton Healthcare,,Louisville,Kentucky,40202,United States
NCT00938665,"Neuronetrix, Inc.",Boston Center for Memory,,Brookline,Massachusetts,2467,United States
NCT00938665,"Neuronetrix, Inc.",Duke University,,Durham,North Carolina,27710,United States
NCT00938665,"Neuronetrix, Inc.",University of Pennsylvania,,Philadelphia,Pennsylvania,19104,United States
NCT00938665,"Neuronetrix, Inc.",The Memory Clinic,,Bennington,Vermont,5201,United States
NCT00940550,University of Surrey,"Surrey CRC, University of Surrey, Egerton Road",,Guildford,Surrey,GU2 7XP,United Kingdom
NCT00945789,Tanta University,Tanta University Faculty of Medicine,,Tanta,,,Egypt
NCT00947999,University of Washington,University of Washington,,Seattle,Washington,98195,United States
NCT00952458,Technische UniversitÃ_t MÃ_nchen,Klinikum rechts der Isar der Technischen UniversitÃ_t MÃ_nchen,,Munich,Bavaria,81675,Germany
NCT00956514,"University of California, Los Angeles",UCLA Depression Research and Clinic Program,,Los Angeles,California,90024-1759,United States
NCT00956579,Massachusetts General Hospital,Martinos Center or Biomedical Imaging,Recruiting,Charlestown,Massachusetts,2129,United States,,,,,,
NCT00956605,Tufts Medical Center,Tufts Medical Center / Tufts University,,Boston,Massachusetts,2111,United States,,,,,,
NCT00961454,Massachusetts General Hospital,"Wellman Center for Photomedicine, Massachusetts General Hospital",,Boston,Massachusetts,2114,United States,,,,,,
NCT00961935,"University of California, Los Angeles",UCLA Semel Institute for Neuroscience and Human Behavior,,Los Angeles,California,90095,United States,,,,,,
NCT00965575,"Children's Hospital Medical Center, Cincinnati",Cincinnati Children's Hospital Medical Center,,Cincinnati,Ohio,45229,United States,,,,,,
NCT00972985,"Orasi Medical, Inc.",Alexian Brothers Neuroscience Institute,,Elk Grove Village,Illinois,60007,United States,,,,,,
NCT00973518,"Orasi Medical, Inc.",Rush Alzheimer's Disease Center,,Chicago,Illinois,60612,United States,,,,,,
NCT00973518,"Orasi Medical, Inc.",Alexian Brothers Neuroscience Institute,,Elk Grove Village,Illinois,60007,United States,,,,,,
NCT00974077,University Hospital Tuebingen,Department of Psychology University of Tuebingen,,Tuebingen,,D-72072,Germany,,,,,,
NCT00977041,University of Washington,University of Washington,,Seattle,Washington,98104,United States,,,,,,
NCT00979004,Pfizer,Pfizer Investigational Site,,Little Rock,Arkansas,72205,United States,,,,,,
NCT00979004,Pfizer,Pfizer Investigational Site,,Chesterfield,Missouri,63017,United States,,,,,,
NCT00979004,Pfizer,Pfizer Investigational Site,,Nashville,Tennessee,37232,United States,,,,,,
NCT00981292,Northumbria University,Northumbria University,,Newcastle upon Tyne,,NE1 8ST,United Kingdom,,,,,,
NCT00982982,Yale University,VA Connecticut Healthcare System,Recruiting,West Haven,Connecticut,6516,United States,,,,,"Deepak C D'Souza, M.D.",Principal Investigator
