nct_id,sponsor_type,overall_status,study_type,start_date,completion_date,phase,brief_title,conditions,interventions,primary_completion_date,,completion_date_type,org_study_id,secondary_id,actual_duration,reported_enrollment,derived_enrollment,enrollment_type,number_of_arms,number_of_facilities,number_of_nsae_subjects,number_of_sae_subjects,registered_in_fiscal_year,results_reported,months_to_report_results,why_stopped,is_section_801,is_fda_regulated,has_expanded_access,has_dmc
NCT00917059,NIH,Completed,Interventional,5/1/09,5/1/12,Phase 4,Personalized Indicators for Predicting Response to SSRI Treatment in Major Depression (The PRISE-MD Study),"Depression, Depressive Disorder, Depressive Disorder, Major","Citalopram, Dexetimide",5/1/12,,Actual,R01MH085925,,3,172,,Actual,2,1,0,0,2009,,,,1,1,0,1
NCT00918970,Other,Terminated,Observational,8/1/08,6/1/09,N/A,Interest of Real Time Measurement of Autonomous Nervous System for the Detection of Brain Death,"Brain Death, Brain Hemorrhage, Traumatic, Brain Injuries, Cerebral Hemorrhage, Cerebral Hemorrhage, Traumatic, Hemorrhage",,6/1/09,,Actual,708045,,0.83,30,,Actual,,3,0,0,2009,,,Angioscanners in excess of the SNA group because of use of thiopental,,0,0,0
NCT00921648,Other,Completed,Observational,4/1/08,1/1/09,N/A,Clinical Findings in General Paresis,"Muscle Weakness, Neurosyphilis, Paresis",,12/1/08,,Actual,20080301,,0.67,6,,Actual,,1,0,0,2009,,,,,0,0,1
NCT00923078,Other,Completed,Interventional,11/1/10,10/1/14,N/A,Neurophysiological Targets for Cognitive Training in Schizophrenia,Schizophrenia,,10/1/14,,Actual,D7008-W,,3.92,60,,Anticipated,3,1,0,0,2009,,,,,0,0,0
NCT00926237,NIH,Recruiting,Interventional,1/1/09,3/1/18,N/A,Effect of rTMS on Resting State Brain Activity in Tinnitus,Tinnitus,,9/1/17,,Anticipated,109033,,8.67,60,,Anticipated,2,1,0,0,2009,,,,1,1,0,0
NCT00927121,Industry,Completed,Interventional,,,Phase 1/Phase 2,Clinical Investigation on the Acoustic Stimulation in the Treatment of Chronic Tinnitus,Tinnitus,,,,,09/1525,,,63,,Actual,5,1,0,0,2009,,,,,0,0,1
NCT00931541,Industry,Completed,Interventional,6/1/09,8/1/09,Phase 1,AZD6088 Single Ascending Dose Study,,,,,Actual,D0840C00007,,,35,,Actual,2,1,0,0,2009,,,,,0,0,0
NCT00932204,Other,Completed,Interventional,2/1/07,1/1/08,Phase 3,Study of Sequentially Applied Repetitive Transcranial Magnetic Stimulation in Obsessive- Compulsive Disorders,"Compulsive Behavior, Compulsive Personality Disorder, Obsessive-Compulsive Disorder",,1/1/08,,Actual,4-2006-0318,,0.92,21,,Actual,2,1,0,0,2009,,,,,0,0,1
NCT00934466,Industry,Completed,Interventional,7/1/09,12/1/09,Phase 1,Study of the Effect of Single Doses of MK2637 and Dextromethorphan on Cerebral Cortex Excitability (2637-008),,Dextromethorphan,12/1/09,,Actual,2637-008,,0.42,15,,Actual,5,0,0,0,2009,,,,0,1,0,0
NCT00936806,Industry,Completed,Observational,1/1/09,8/1/12,N/A,"Observational Study of the Differences in Characteristics of the Spontaneous Electroencephalogram, Derived From the Left and Right Hemisphere in Patients With Unilateral Intracranial Tumor During Routine Anesthesia: Comparison With a Control Group Without Intracranial Pathology",Brain Neoplasms,,8/1/12,,Actual,2008/666,,3.58,80,,Actual,,1,0,0,2009,,,,,0,0,0
NCT00938665,Industry,Completed,Observational,12/1/10,2/1/14,N/A,Evaluation of a Handheld Event Related Potential (ERP)/Quantitative Electroencephalography (qEEG) System (COGNISION‰ã¢) as a Useful Cognitive Biomarker for Alzheimer's Disease.,,,2/1/14,,Actual,SRP-1418,,3.17,204,,Actual,,7,0,0,2009,,,,,,,
NCT00940550,Industry,Completed,Interventional,7/1/09,8/1/09,Phase 1,"Study to Investigate the Effects of Melatonin, Temazepam &amp; Zolpidem on Sleep EEG in Men and Women",,"Melatonin, Temazepam, Zolpidem",8/1/09,,Actual,CRC 266,,0.08,16,,Actual,4,1,0,0,2009,,,,,0,0,0
NCT00945425,Industry,Terminated,Interventional,7/1/09,11/1/09,Phase 1,AZD7325 Japan Multiple Ascending Dose (MAD) Study,,,,,Anticipated,D1140C00015,,,48,,Anticipated,4,0,0,0,2009,,,Decided to stop development of this compound globally,0,1,0,
NCT00945789,Other,Completed,Interventional,10/1/07,6/1/09,Phase 1/Phase 2,Erythropoietin in Infants With Hypoxic Ischemic Encephalopathy (HIE),"Asphyxia Neonatorum, Brain Diseases, Brain Ischemia, Hypoxia-Ischemia, Brain","Epoetin alfa, Nitric Oxide",12/1/08,,Actual,1102007,,1.17,45,,Actual,3,1,0,0,2009,,,,,0,0,1
NCT00947999,Other,Completed,Observational,7/1/09,10/1/11,N/A,Neurofeedback Treatment of Pain in Persons With Spinal Cord Injury (SCI),Spinal Cord Injuries,,10/1/11,,Actual,36292-D Phase I,,2.25,93,,Actual,,1,0,0,2009,,,,,0,0,0
NCT00952458,Industry,Completed,Interventional,7/1/09,5/1/10,N/A,Bispectral Index Monitoring of Sedation During Endoscopic Retrograde Cholangiopancreaticography,,,5/1/10,,Actual,2094/08,,0.83,144,,Anticipated,2,1,0,0,2009,,,,,0,0,0
NCT00956514,Other,Completed,Interventional,7/1/09,10/1/11,Phase 4,Neurophysiologic Predictors of Outcome With rTMS Treatment of Major Depressive Disorder,"Depression, Depressive Disorder, Depressive Disorder, Major",,9/1/11,,Actual,09-02-045,,2.17,50,,Actual,1,1,0,0,2009,,,,1,1,0,0
NCT00956579,Other,Recruiting,Observational,9/1/05,9/1/10,N/A,Sensory and Connectivity Abnormalities in Autism and Language Disorders,"Child Development Disorders, Pervasive, Disease, Language Development Disorders, Language Disorders",,9/1/10,,Anticipated,2005P001768,,5,260,,Anticipated,,1,0,0,2008,,,,,0,0,0
NCT00956605,Other,Completed,Interventional,5/1/06,6/1/07,N/A,A Trial of Computer-based Attention-training Systems in Children With Attention Deficit Hyperactivity Disorder (ADHD),"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,6/1/07,,Actual,7703,,1.08,35,,Actual,3,1,0,0,2009,,,,,0,0,0
NCT00961454,Other,Completed,Interventional,1/1/09,6/1/09,Phase 1,Photobiomodulation to Alter Cerebral Blood Flow and to Affect the Emotional Status of Patients With Major Depression,"Anxiety Disorders, Depression, Depressive Disorder, Depressive Disorder, Major, Disease, Stress Disorders, Post-Traumatic, Stress Disorders, Traumatic, Substance-Related Disorders",,6/1/09,,Actual,2008P-000937,,0.41,10,,Actual,1,1,0,0,2009,,,,,0,0,1
NCT00961935,NIH,Completed,Observational,8/1/08,9/1/11,N/A,Pediatric Bipolar Disorder Study at UCLA,"Attention Deficit Disorder with Hyperactivity, Bipolar Disorder, Disease",,8/1/11,,Actual,P50MH077248-02,,3,50,,Actual,,1,0,0,2009,,,,,0,0,0
NCT00965575,Other,Completed,Interventional,6/1/11,5/1/13,Phase 2,Pilot Study of Melatonin and Epilepsy,Epilepsy,Melatonin,5/1/13,,Actual,2009-1042,,1.92,10,,Actual,2,1,0,0,2009,,,,1,1,0,1
NCT00972985,Industry,Completed,Interventional,9/1/09,12/1/09,N/A,"Acute Effect of Three Neuroactive Drugs Measured by Magnetoencephalography (MEG), Electroencephalography (EEG) and the Synchronous Neural Interaction Test",,"Armodafinil, Lorazepam, Methylphenidate, Modafinil",12/1/09,,Actual,ADE 09-01,,0.25,15,,Anticipated,4,1,0,0,2009,,,,,0,0,0
NCT00973518,Industry,Completed,Observational,9/1/09,6/1/10,N/A,Improved Diagnosis of Alzheimer's Disease Using Magnetoencephalography (MEG),Alzheimer Disease,,6/1/10,,Actual,ADD 09-02,,0.75,160,,Anticipated,,2,0,0,2009,,,,,0,0,0
NCT00974077,Other,Completed,Interventional,9/1/08,7/1/11,N/A,Psychophysiological Correlates of Mindfulness Based Cognitive Therapy (MBCT) in Recurrent Depression,"Depression, Depressive Disorder",,7/1/11,,Actual,HA1399/16-1,,2.83,120,,Actual,2,1,0,0,2009,,,,,0,0,1
NCT00977041,Other,Completed,Interventional,8/1/10,10/1/11,Phase 2,Neurofeedback Treatment of Pain in Persons With Spinal Cord Injury (SCI),Spinal Cord Injuries,,10/1/11,,Actual,36292-D Phase 2,,1.17,13,,Actual,1,1,0,0,2009,,,,,0,0,0
NCT00979004,Industry,Terminated,Interventional,9/1/09,9/1/10,Phase 2,A Study to Investigate the Effect of ICA-105665 in Photosensitive Epilepsy Patients,,,9/1/10,,Actual,ICA-105665-04,,1,13,,Actual,1,3,0,0,2009,,,"The study was terminated on September 12, 2010 per protocol following a serious adverse event",,,,
NCT00981292,Other,Completed,Interventional,8/1/09,12/1/09,Phase 4,"Effects of Epigallocatechin Gallate (EGCG) in Healthy, Young Adults",,Epigallocatechin gallate,12/1/09,,Actual,24Z1,,0.33,32,,Actual,3,1,0,0,2009,1,6,,,0,0,0
NCT00982982,Other,Recruiting,Interventional,2/1/09,6/1/16,Phase 1,Effects of Delta-9-THC and Iomazenil in Healthy Humans,"Disease, Mental Disorders, Psychotic Disorders, Schizophrenia",Gamma-Aminobutyric Acid,6/1/16,,Anticipated,901004662,,7.33,60,,Anticipated,2,1,0,0,2009,,,,0,1,0,1
NCT00986531,Industry,Completed,Interventional,11/1/09,10/1/11,Phase 1,The Effects AZD8529 on Cognition and Negative Symptoms in Schizophrenics,Schizophrenia,,10/1/11,,Actual,D2285M00016,,1.92,59,,Actual,2,1,0,0,2009,,,,0,1,0,
NCT00988702,Other,"Active, not recruiting",Interventional,10/1/08,12/1/10,Phase 1/Phase 2,Shaolin Dan Tian Breathing Fosters Relaxed and Attentive Mind,,,3/1/09,,Anticipated,Chanwuyi-0006,,0.41,100,,Anticipated,2,0,0,0,2009,,,,,0,0,0
NCT00997256,Industry,Completed,Interventional,12/1/04,2/1/05,Phase 1,Study to Investigate Effects of a Herbal Drug Compared to Placebo on Sleep,,,1/1/05,,Actual,PSC 152/04,,0.08,20,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01008293,Industry,Completed,Interventional,10/1/09,10/1/12,Phase 2/Phase 3,Effect of Probiotics in Treatment of Minimal Hepatic Encephalopathy (MHE) and Health Related Quality of Life,"Brain Diseases, Hepatic Encephalopathy, Liver Diseases",Lactulose,6/1/12,,Actual,MHE-VSL3-YKJ_AIIMS_ver1,,2.67,120,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01009710,Other,"Active, not recruiting",Observational,7/1/09,12/1/13,N/A,Measured Hypocretin Levels and Recovery After Hip Surgery,"Osteoarthritis, Hip",,12/1/13,,Anticipated,SU-07162009-3301,,4.42,50,,Anticipated,,1,0,0,2010,,,,,0,0,
NCT01012635,NIH,Completed,Observational,12/1/09,12/1/11,N/A,Chronic Pain and Brain Activity in Spinal Cord Injury,"Chronic Pain, Spinal Cord Injuries",,12/1/11,,Actual,36127-B,,2,36,,Actual,,1,0,0,2010,,,,,0,0,1
NCT01014533,NIH,Completed,Interventional,5/1/07,9/1/11,N/A,Pharmacotherapy and Mechanisms of Sleep Disturbance in Alcohol Dependence,"Sleep Disorders, Alcoholism, Dyssomnias, Parasomnias","Ethanol, Gabapentin, Gamma-Aminobutyric Acid",9/1/11,,Actual,HUM00010947,,4.34,59,,Actual,2,1,0,0,2010,,,,1,1,0,1
NCT01019343,NIH,Recruiting,Observational,10/1/09,,N/A,Physiological Investigations of Movement Disorders,"Disease, Dystonia, Movement Disorders, Parkinson Disease, Tic Disorders, Tics, Tourette Syndrome",,,,,100009,,,2200,,Anticipated,,1,0,0,2010,,,,,0,0,
NCT01020695,Other,Completed,Observational,11/1/09,11/1/09,N/A,Quantitative Electroencephalography (QEEG) and Low-resolution Electromagnetic Tomography (LORETA) Analysis in Post Traumatic Stress Disorder (PTSD) Patients,"Stress Disorders, Post-Traumatic, Stress Disorders, Traumatic",,11/1/09,,Actual,BHC-4917,,0,10,,Actual,,1,0,0,2010,,,,,0,0,1
NCT01022489,Other,Completed,Interventional,8/1/09,3/1/15,Phase 2/Phase 3,High Frequency Repetitive Transcranial Magnetic Stimulation (rTMS) in Schizophrenia : a Randomized Controlled Study,"Hallucinations, Schizophrenia",,2/1/15,,Actual,2008-A01589-46,,5.51,72,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01025401,Other,Terminated,Interventional,5/1/09,10/1/10,N/A,Characterization of Epileptic Motor Patterns by Tridimensional Analysis of Movement 2,Epilepsy,,10/1/10,,Actual,905,,1.42,50,,Actual,1,1,0,0,2009,,,departure of a collaborator in charge of the data collection,,0,0,0
NCT01027572,Other,Recruiting,Interventional,7/1/09,7/1/12,Phase 2,Thalamic Stimulation of Patients in Vegetative or Minimally Conscious State,Persistent Vegetative State,,7/1/11,,Anticipated,RILM,,2,5,,Anticipated,1,3,0,0,2010,,,,,0,0,1
NCT01027715,Other,Completed,Interventional,1/1/10,12/1/15,N/A,The Impact of Electroencephalographic (EEG) Seizure Treatment in Neonatal Encephalopathy,"Brain Diseases, Seizures",,12/1/15,,Actual,08-0888,,5.92,69,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01027780,NIH,Completed,Interventional,3/1/06,8/1/09,N/A,Mindfulness to Improve Elders' Immune and Health Status,"Stress, Psychological",,5/1/09,,Actual,1R01AG025474,,3.17,208,,Actual,2,1,0,0,2010,1,38,,,0,0,1
NCT01029379,Other,Completed,Observational,1/1/10,2/1/13,N/A,Pharmacogenetics of Propofol and Depth of Anesthesia,,"Anesthetics, Propofol",2/1/13,,Actual,Progen1,,3.09,100,,Actual,,1,0,0,2010,,,,,0,0,1
NCT01034384,NIH,Completed,Observational,12/1/00,11/1/12,N/A,"Physiological, Cognitive and Cerebral Activity Changes as a Function of Cigarette Smoking (With or Without Nicotine) and Tobacco Abstinence",,,,,,999901357,,,125,,Anticipated,,1,0,0,2010,,,,,0,0,
NCT01037361,NIH,Completed,Observational,12/1/09,6/1/12,N/A,Cerebral Activity Related to Primary Motor Stereotypies in Children: An EEG Study.,Movement Disorders,,,,,100015,,,17,,Actual,,1,0,0,2010,,,,,0,0,
NCT01044342,Industry,Completed,Interventional,12/1/09,4/1/10,Phase 1,A Healthy Volunteer Study to Evaluate Reversibility of Induced Impairment of Cognition,,Donepezil,4/1/10,,Actual,D2285M00021,,0.33,20,,Anticipated,4,1,0,0,2010,,,,,0,0,0
NCT01045122,Other,Completed,Interventional,12/1/06,10/1/08,N/A,Sedation in Patients at Risk for Upper Airway Collapse,"Sleep Apnea, Obstructive","Dexmedetomidine, Propofol",10/1/08,,Actual,Sleep Study CReFF award,,1.84,15,,Actual,2,1,0,0,2010,1,67,,,0,0,1
NCT01047605,Industry,Completed,Interventional,1/1/10,3/1/10,Phase 1,Pharmacological Effects of Neurapaså¨ Balance and Pascoflairå¨ 425 mg on Brain Activity in Healthy Volunteers,,,3/1/10,,Actual,173 S 09 PSY,,0.16,16,,Anticipated,3,1,0,0,2010,,,,,0,0,0
NCT01048775,Other,Completed,Observational,2/1/10,,N/A,Bilateral Bispectral Index (BIS)-Monitoring in Cardiac Surgery Patients,,,,,,BLB-09,,,87,,Actual,,1,0,0,2010,,,,,0,0,0
NCT01048944,NIH,Completed,Interventional,6/1/05,1/1/13,Phase 4,Nicotine Replacement Therapy (NRT) and Bupropion Mechanisms of Effectiveness in Smokers,,"Bupropion, Nicotine",1/1/13,,Actual,NIH/NIDA-2R01DA012289,,7.59,197,,Actual,4,1,187,0,2010,1,16,,1,1,0,1
NCT01048957,NIH,Completed,Interventional,1/1/07,4/1/13,N/A,The Neural Basis of Cue-Elicited Cigarette Craving and Its Control,,,4/1/13,,Actual,999907418,,6.25,130,,Anticipated,1,1,0,0,2010,,,,,0,0,
NCT01052064,Other,Recruiting,Interventional,4/1/09,4/1/10,Phase 1,Transcranial Magnetic Stimulation in Children With Attention Deficit Hyperactivity Disorder (ADHD). A Safety Study,"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,3/1/10,,Anticipated,rTMS-09.01-ADHD,,0.92,20,,Anticipated,1,1,0,0,2010,,,,,0,0,1
NCT01052103,Industry,Completed,Interventional,1/1/10,6/1/12,Phase 2,A Study of LY2140023 in Schizophrenia Patients With Prominent Negative Symptoms,Schizophrenia,,6/1/12,,Actual,13261,,2.42,280,,Anticipated,2,9,0,0,2010,,,,1,1,0,1
NCT01054599,Industry,Recruiting,Interventional,1/1/09,12/1/13,N/A,Does Memantine Improve Verbal Memory Task Performance in Subjects With Partial Epilepsy and Memory Dysfunction?,"Epilepsies, Partial, Epilepsy",Memantine,12/1/13,,Anticipated,2008P000107,,4.92,96,,Anticipated,2,3,0,0,2010,,,,,0,0,0
NCT01057368,NIH,Completed,Interventional,11/1/09,3/1/12,N/A,"The Effects of Well-being Interventions on Affect, Attention, Sleep, Social Stress and Pain Regulation",,,3/1/12,,Actual,WBP01-AT004952,,2.33,161,,Actual,4,3,0,0,2010,,,,,0,0,1
NCT01061489,Other,Completed,Interventional,8/1/09,3/1/13,N/A,Sensory-cognitive and Physical Fitness Training in Mild Cognitive Impairment,"Alzheimer Disease, Cognition Disorders, Mild Cognitive Impairment",,3/1/13,,Actual,WIN-Kol-09,,3.58,100,,Anticipated,3,2,0,0,2010,,,,,0,0,0
NCT01062854,Other,Completed,Interventional,11/1/08,8/1/12,N/A,Effects of Earplugs on Sleep and Sleep Apnea,,,8/1/10,,Actual,HUM00023548,,1.75,407,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01062867,Industry,Completed,Interventional,1/1/00,3/1/00,Phase 1,First Administration to Man Of Org 25435 a New Intravenous Anesthetic,,"Anesthetics, Anesthetics, Intravenous",3/1/00,,Actual,CT 12.4.104,,0.16,26,,Actual,1,2,0,0,2010,,,,,0,0,0
NCT01063153,Industry,Completed,Interventional,9/1/09,2/1/12,Phase 4,Diagnostic Utility of Attention Deficit Hyperactivity Disorder (ADHD) by Brain Activity Flow Patterns Analysis Using Evoked Response Potentials,"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",Methylphenidate,2/1/12,,Actual,2009-P-000174,,2.42,71,,Actual,2,1,77,0,2010,1,16,,1,1,0,1
NCT01069523,Industry,Completed,Interventional,3/1/10,8/1/11,Phase 4,Electrophysiological Effects of Guanfacine Extended Release in Attention Deficit Hyperactivity Disorder (ADHD),"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",Guanfacine,8/1/11,,Actual,HSC2009-499H,,1.42,42,,Actual,2,1,30,0,2010,1,10,,0,1,0,1
NCT01070004,Other,Completed,Interventional,1/1/10,8/1/11,N/A,Effect of Countermeasures on Nocturnal Driving Performance,,,8/1/11,,Actual,CHUBX 2009/14,,1.58,72,,Actual,2,2,0,0,2010,,,,,0,0,0
NCT01070563,Other,Completed,Observational,2/1/09,6/1/11,N/A,Transcranial Doppler Ultrasonography and Brain Death,Brain Death,,6/1/11,,Actual,IAAM 2010-1,,2.33,44,,Anticipated,,1,0,0,2010,,,,,0,0,0
NCT01072032,Other,Completed,Interventional,5/1/10,9/1/14,N/A,Cortical and Biomechanical Dynamics of Ankle Robotics Training in Stroke,Stroke,,2/1/14,,Actual,A7251-W,,3.76,40,,Anticipated,2,1,0,0,2010,,,,,0,0,1
NCT01076790,Other,Completed,Interventional,11/1/09,3/1/11,Phase 4,Dexmedetomidine-propofol-remifentanil Anaesthesia and Reactivity to Noxious Stimuli,,"Dexmedetomidine, Remifentanil",3/1/11,,Actual,Kotoe_01,,1.33,44,,Actual,1,1,0,0,2010,,,,,0,0,0
NCT01077674,Other,Completed,Observational,12/1/09,3/1/11,N/A,Comparison of Two Electroencephalogram (EEG)-Derived Indices With Electroencephalogram Signals,,Sevoflurane,3/1/11,,Actual,Kotoe_03,,1.25,65,,Actual,,1,0,0,2010,,,,,0,0,0
NCT01079689,Other,Completed,Interventional,2/1/10,3/1/11,N/A,Brain Activity Changes Measured by EEG and fMRI on Healthy Volunteers After Complex Somatosensory Stimulation,,,3/1/11,,Actual,BANS10,,1.08,20,,Actual,1,1,0,0,2010,,,,,0,0,0
NCT01082237,NIH,Completed,Interventional,10/1/09,10/1/12,Phase 4,Biomarkers for Outcomes In Late-life Depression (BOLD),"Depression, Depressive Disorder, Depressive Disorder, Major","Citalopram, Dexetimide",10/1/12,,Actual,1RC1MH088438,,3,80,,Actual,1,1,0,0,2010,,,,,0,0,1
NCT01083784,Other,Enrolling by invitation,Interventional,3/1/10,,Phase 4,The Benefit of Prophylactic Anticonvulsant in Post Cardiac Arrest Syndrome With Induced Mild Hypothermia,"Heart Arrest, Hypothermia","Anticonvulsants, Clonazepam, Valproic Acid",12/1/12,,,2009-08-038,,2.76,60,,Anticipated,2,1,0,0,2010,,,,,0,0,0
NCT01083797,Other,Completed,Interventional,12/1/09,10/1/13,Phase 3,Sedation to Electroencephalography With Dexmedetomidine or Chloral Hydrate,Brain Diseases,"Chloral Hydrate, Dexmedetomidine",3/1/13,,Actual,CEP 106/2009,,3.25,25,,Actual,1,1,0,0,2010,,,,,0,0,1
NCT01090934,Other,Completed,Interventional,10/1/09,11/1/13,N/A,Localizing the Epileptogenic Zone With High Resolution Electroencephalography,"Epilepsies, Partial, Epilepsy",,10/1/13,,Actual,2009-A00574-53,,4,115,,Actual,2,2,0,0,2010,,,,,0,0,1
NCT01100554,Other,Recruiting,Interventional,10/1/09,,N/A,Upper Airway Collapsibility Evaluation in Different Sedative Levels by Sleep Endoscopy,"Sleep Apnea, Obstructive",Hypnotics and Sedatives,6/1/10,,,980717A3,,0.67,120,,Anticipated,1,1,0,0,2010,,,,,0,0,1
NCT01103193,Other,Terminated,Interventional,2/1/10,5/1/10,Phase 4,Nitrous Oxide - Sevoflurane-Remifentanil Interaction,,,5/1/10,,Actual,2009/493,,0.24,4,,Actual,2,1,0,0,2010,,,Need of change to the protocol. As the Principal Investigator has left the University Hospital,,,,
NCT01110187,Industry,Terminated,Interventional,5/1/10,5/1/12,N/A,A Pilot Study of NSICU Assessment of Seizure Prophylaxis With Lacosamide,Brain Injuries,"Fosphenytoin, Lacosamide",5/1/12,,Actual,JPS-001,,2,11,,Actual,2,3,42,4,2010,1,13,Lack of enrollement,0,1,0,1
NCT01110616,Industry,Completed,Interventional,6/1/10,10/1/10,Phase 1,EEG (Electroencephalogram) Platform Standardization in Healthy Male Subjects (3134-010),,Lorazepam,10/1/10,,Actual,3134-010,,0.33,25,,Actual,12,0,0,0,2010,,,,0,1,0,0
NCT01116180,Other,Completed,Interventional,4/1/10,2/1/13,N/A,Cognitive Function and Electrocardiogram (ECG) During Hypoglycemia and Blockade of the Renin-angiotensin System,"Diabetes Mellitus, Type 1, Hypoglycemia","Angiotensin Receptor Antagonists, Candesartan, Candesartan cilexetil, Angiotensin II",8/1/12,,Actual,HypoRas,,2.34,9,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01117727,NIH,Terminated,Interventional,1/1/11,12/1/12,Phase 1/Phase 2,Sensorimotor Rhythm Brain-Computer Interface Switch to Operate Assistive Technology,,,12/1/12,,Actual,I0003 - AT SMR Switch Control,,1.92,1,,Actual,1,1,0,0,2010,1,30,Performance of BCI switch insufficient in pilot testing.,,0,0,0
NCT01118949,Industry,Completed,Interventional,5/1/10,8/1/11,Phase 2,Open-Label Study to Assess Lacosamide Safety as Add-on Therapy for Primary Generalized Tonic-Clonic Seizures in Subjects With Epilepsy,"Epilepsy, Epilepsy, Generalized, Seizures",Lacosamide,8/1/11,,Actual,SP0961,,1.25,49,,Actual,1,25,143,2,2010,1,12,,1,1,0,1
NCT01119001,Other,Completed,Interventional,2/1/10,8/1/10,N/A,A P300 Brain Computer Interface Keyboard to Control Assistive Technology For Use by People With Amyotrophic Lateral Sclerosis,"Amyotrophic Lateral Sclerosis, Motor Neuron Disease, Sclerosis",,8/1/10,,Actual,H0004,,0.5,13,,Actual,1,1,0,0,2010,1,58,,,0,0,0
NCT01123148,NIH,Completed,Interventional,1/1/10,8/1/10,N/A,A P300 Brain Computer Interface to Operate Power Wheelchair Tilt,Amyotrophic Lateral Sclerosis,,8/1/10,,Actual,M0001,,0.58,16,,Actual,1,0,0,0,2010,,,,,0,0,0
NCT01123486,Other,Withdrawn,Interventional,1/1/15,1/1/15,N/A,Hydromorphone Pharmacokinetic-Pharmacodynamic Fingerprint,Respiratory Insufficiency,Hydromorphone,1/1/15,,Actual,STU00013543,,0,0,,Actual,1,1,0,0,2010,,,PI relocated to new university,1,1,0,0
NCT01125683,Industry,Terminated,Interventional,6/1/10,3/1/11,Phase 2,"To Evaluate Effects of AZD1446, Placebo and Donepezil in Patients With Alzheimer's Disease",Alzheimer Disease,Donepezil,3/1/11,,Actual,D1950C00011,,0.75,40,,Anticipated,5,7,0,0,2010,,,Poor recruitment.,1,1,0,0
NCT01130909,Industry,Terminated,Interventional,5/1/10,1/1/11,Phase 1,"A Blinded, Four-Way Crossover in Healthy Subjects to Assess EEG After Administration of Ketamine, Placebo and AZD6765",,,1/1/11,,Actual,D2285M00008,,0.67,36,,Actual,4,1,0,0,2010,,,The benefit of halting the study to analyze the available data outweighs the benefit of,,,,
NCT01133574,Industry,Terminated,Interventional,2/1/10,7/1/10,Phase 1,This is a Single Ascending Dose Tolerance Study,Cognition Disorders,,7/1/10,,Actual,S354.1.001,,0.41,47,,Actual,14,1,0,0,2010,,,"Part A completed successfully 22 July 2010, Part B will be separate PET study",,0,0,0
NCT01134978,Other,Completed,Interventional,11/1/07,6/1/11,Phase 1,Neural Mechanisms of the Contextual Interference Effect: A fNIRs and EEG Study,,,12/1/10,,Actual,16758,,3.08,20,,Anticipated,1,1,0,0,2010,,,,,0,0,0
NCT01138176,Other,"Active, not recruiting",Interventional,7/1/09,8/1/11,Phase 1/Phase 2,Whole Body Cooling Using Phase Changing Material,"Brain Diseases, Brain Ischemia, Hypoxia-Ischemia, Brain",,1/1/11,,Anticipated,PCM09,,1.5,35,,Anticipated,2,1,0,0,2010,,,,,0,0,1
NCT01140620,Industry,Not yet recruiting,Interventional,6/1/10,12/1/10,Phase 4,Effects of Ketamine and Risperidone on Cognition,Schizophrenia,"Dopamine Antagonists, Ketamine, Risperidone",11/1/10,,Anticipated,P1V-SCH-CT02-09,,0.42,87,,Anticipated,5,3,0,0,2010,,,,,0,0,0
NCT01142635,Other,Completed,Interventional,4/1/09,3/1/10,Phase 4,Electromyographic (EMG) on the Anaesthesia Monitor,,"Bromides, Rocuronium",3/1/10,,Actual,R08197M,,0.92,30,,Anticipated,1,1,0,0,2010,,,,,0,0,0
NCT01142648,Other,Completed,Interventional,4/1/09,3/1/10,Phase 4,Sugammadex and Brain Waves,,"Glycopyrrolate, Neostigmine",3/1/10,,Actual,R09041M,,0.92,30,,Anticipated,1,1,0,0,2010,,,,,0,0,0
NCT01143506,NIH,Withdrawn,Observational,6/1/10,1/1/12,N/A,Physiology of Volition Studied With Nerve Block,,,,,,100131,,,0,,Actual,,1,0,0,2010,,,,0,1,0,
NCT01146405,Other,Recruiting,Observational,6/1/10,10/1/11,N/A,Memory During Anesthesia: the Role of Stress Hormones,,,10/1/11,,Anticipated,918/09,,1.33,110,,Anticipated,,1,0,0,2010,,,,,0,0,0
NCT01147575,Other,Completed,Interventional,1/1/05,1/1/09,N/A,Effects of Creatine Supplementation in Rett Syndrome,"Rett Syndrome, Syndrome",,1/1/08,,Actual,OENB11758,,3,21,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01149577,Other,Completed,Interventional,8/1/07,4/1/09,Phase 4,Effect of Olanzapine on Sleep Electroencephalogram (EEG) in Schizophrenia Patients,Schizophrenia,Olanzapine,12/1/07,,Actual,SCHOLZ0003,,0.33,25,,Actual,1,1,0,0,2010,,,,,0,0,1
